1324	Anna Campion	Anna Campion	Oliver Milburn#Dearbhla Molloy#Danny Cunningham	English	Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, ...
1325	Anthony Hopkins	Julian Mitchell#Julian Mitchell	Anthony Hopkins#Leslie Phillips#Kate Burton	English	Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his ...
1326	Stacy Cochran	Stacy Cochran#James Salter	Winona Ryder#Lukas Haas#John C. Reilly	English#Spanish	Patty Vare falls off a horse and is found unconscious by preparatory school student John Baker. He takes her to his dormitory. As he quickly discovers, she is hiding from something. For ...
1327	Angela Pope	Frank Deasy	Julia Ormond#Tim Roth#Keith Allen	English	A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit ...
1328	Betty Kaplan	Isabel Allende#Donald Freed	Antonio Banderas#Jennifer Connelly#Stefania Sandrelli	USA	Chile 1973 is ruled by the dictator Pinochet. The wealthy don't see the violence, terror, executions etc. including Irene. She's engaged to an officer in the fascist military. She meets Francisco who opens her eyes to truth and love.
1329	None	None	None	IMDbPro	None
1330	Lucian Pintilie	Lucian Pintilie#Petru Dumitriu	Kristin Scott Thomas#Claudiu Bleont#Olga Tudorache	Romanian#French#English	Romania in the 1920's. Marie-Thérèse Von Debretsy refuses the advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a dark and dangerous ...
1331	Yale Strom	Leopold Kozlowski	None	English#Polish#Yiddish#Russian	
1332	Gérard Mordillat	Gérard Mordillat#Jacques Prevel	Sami Frey#Marc Barbé#Julie Jézéquel	French	May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist, and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his ...
1333	Mel Chionglo	Ricardo Lee#Ricardo Lee	Alex Del Rosario#Gandong Cervantes#Lawrence David	Filipino#Tagalog#English	Three young and good-looking brothers live with and support their parents in Manila; they dance at the male Club Exotica and work as "call boys." Joel has a wife and child; he and Dennis ...
1334	Alexandre Rockwell	Sergei Bodrov#Alexandre Rockwell	Rosie Perez#Harvey Keitel#Anthony Quinn	English	Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.
1335	Michael Corrente	David Mamet#David Mamet	Dustin Hoffman#Dennis Franz#Sean Nelson	English	Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.
1336	Paul Michael Glaser	Paul Michael Glaser#Christian Ford	Shaquille O'Neal#Francis Capra#Ally Walker	English	A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.
1337	Howard Franklin	Roy Blount Jr.#Pen Densham	Bill Murray#Matthew McConaughey#Jerry Adler	USA	A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.
1338	Nicolas Roeg	Stephen Dobyns#Allan Scott	Sônia Braga#Patrick Malahide#Ion Caramitru	English	A tale of power, passion and obsession set in a politically torn Eastern European country.
1339	Maurizio Nichetti	Maurizio Nichetti#Maurizio Nichetti	Maurizio Nichetti#Elena Sofia Ricci#Amanda Sandrelli	Italian#French	What would it have happened if...? Italian director Maurizio Nichetti replies to this question in this humorous film, where he plays six different roles who meet one another in a way or ...
1340	Alex Graves	Alex Graves	Jennifer Taylor#Aaron Shields#Robert Peterson	English	Lonely Kansas housewife Karen Webb despondent about her love life, her husband Jim Webb coldness and philandering, has a strong urge to change her future. Karen discovers the truth about ...
1341	Paul Turner	Alan Llwyd	Huw Garmon#Catrin Fychan#Ceri Cunnington	Welsh#English	A young poet living in the North Wales countryside competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, a tradition dating back a ...
1342	Manoel de Oliveira	Manoel de Oliveira#Agustina Bessa-Luís	Catherine Deneuve#John Malkovich#Luís Miguel Cintra	Portugal#France	The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: ...
1343	John Rubino	John Rubino	Lawrence Gilliard Jr.#Wendell Holmes#Barbara Gonzalez	English	This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of ...
1344	Li Yin	Ling Shi	Wenli Jiang#Xingli Niu#Shaojun Tian	Mandarin	In Northern China, Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband ...
1345	Ho Yim	Hing-Dong Wong#Ho Yim	Gaowa Siqin#Tsung-Hua To#Jingwu Ma	Mandarin	Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.
1346	Rob Paulsen#April Winchell#Jim Cummings	None	None	USA	The classic Disney character Goofy is a single father raising his son, Max, in Spoonerville. Pete, a frequent antagonist from the old cartoons, lives next door with his family.
1347	Keisuke Kinoshita	Shichirô Fukazawa#Keisuke Kinoshita	Kinuyo Tanaka#Teiji Takahashi#Yûko Mochizuki	Japanese	A kabuki theatre-inflected story about a poor village whose people have to be carried to a nearby mountain to die once they get old.
1348	Benjamin Rocher	Brandon Birtell#Kurtis Birtell	Mel Gibson#Birol Tarkan Yildiz	The Safran Company	A father and son's trip to Paris forces the dad to come clean about his job with the CIA when danger comes their way.
1349	Leone Pompucci	Filippo Pichi#Filippo Pichi	Carla Benedetti#Matteo Fadda#Giacomo Fadda	Italian	The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the ...
1350	Junli Zheng	Baichen Chen#Gu Liu	Dan Zhao#Yinyan Wu#Daolin Sun	China	A story of a corrupt party official who attempts to sell an apartment building he has appropriated from the original owner and the struggles of the tenants to prevent themselves being thrown onto the street.
1351	Peter Shaner	Peter Shaner	Billy Campbell#Jennifer Grey#Tim Curry	English	Steve and Megan, unbeknownst to them, are being guided and "advised" by one of Cupid's caseworkers who has been struggling to get Steve and Megan together for many lifetimes. Cupid might ...
1352	Daniel Schmid	Rainer Werner Fassbinder#Daniel Schmid	Ingrid Caven#Rainer Werner Fassbinder#Annemarie Düringer	German	Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, ...
1353	Theo van Gogh	Johan Doesburg#Johan Doesburg	Ariane Schluter#Ad van Kempen	Dutch	Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a ...
1354	Henry Jaglom	Henry Jaglom	Nelly Alard#Henry Jaglom#Melissa Leo	English	Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives ...
1355	Matthew Broderick	Richard Feynman#Ralph Leighton	Matthew Broderick#Patricia Arquette#Jeffrey Force	USA	Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.
1356	John Walsh	John Walsh	Matt Ross#Catherine Curtin#Timothy Pilato	English	Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the ...
1357	Anna Maria Tatò	Jean-Claude Carrière#Claude-Prosper de Jolyot Crebillon	Ivan Bacciocchi#Jean-Claude Carrière#Axelle Cummings	UK#France#Italy	A young marchioness who loves the way of free-thinking and flatterers invites an author into her house who pretends to seduce her...
1358	James Sheldon	Leonard Stern#Richard Danus	Rock Hudson#Susan Saint James#John Schuck	English	After being shot while on a stakeout, Mac witnesses a murder in the hospital while partially under sedation while awaiting surgery. Everyone thinks Mac's story is a hallucination, but he's convinced one of the doctors murdered a patient.
1359	Alan Horrox	Margaret Glover#William Shakespeare	Ashley Artus#Ewan Bailey#Tom Bowles	English	A rich merchant, Antonio is depressed for no good reason, until his good friend Bassanio comes to tell him how he's in love with Portia. Portia's father has died and left a very strange ...
1360	Jan Bucquoy	Jan Bucquoy	Jean-Henri Compère#Noe Francq#Isabelle Legros	French	A semi-autobiography of the first 28 years of the director, the Flemish anarchist Jan Bucquoy.
1361	Sam Henry Kass	Sam Henry Kass	Holt McCallany#Michael Badalucco#Nicholas Turturro	USA	While working on a documentary on his old neighborhood, a young film school graduate shifts the focus of his production onto the disappearance of a local resident and the strange characters...
1362	Michael Covert	Michael Covert	Scott Plank#Melora Walters#John Savage	English	The desert can be a lonely place for the people who live there or for those who are traveling through. It is also the teller of different stories including the story of a traveling salesman...
1363	Hugo Van Lawick	Michael Olmert	John Gielgud	USA#Netherlands	
1364	Casper Christensen#Jan Gintberg	Casper Christensen#Lars Hjortshøj#Jan Glæsel	None	Sawtooth National Forest, Idaho, USA	John Ross take viewers on a trip to Idaho's Sawtooth National Forest to study the behaviour and general lifestyle of raptors. With a wide variety of sizes and types, they have one thing ...
1365	Gustavo Graef Marino	Patricio Lynch	Valentina Vargas#Andrea Zuckermann#Armando Araiza	Chile	Emerging from twenty years locked away in jail, Johnny must now confront a heartless society to ensure that the son he never knew does not go down the same criminal path that he took in his youth.
1366	Jean-Luc Godard	Jean-Luc Godard	Jean-Luc Godard#Geneviève Pasquier#Denis Jadót	French#German#English#Italian#Russian	Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.
1367	None	None	None	German	None
1368	Martine Dugowson	Martine Dugowson	Romane Bohringer#Elsa Zylberstein#Florence Thomassin	French	The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and ...
1369	Curzio Malaparte	Curzio Malaparte	Raf Vallone#Rina Morelli#Alain Cuny	Italian	Back in his village, former war prisoner Bruno Baldi is dead set on avenging his brother who has been shot by a German firing squad after being given away by a villager. But nobody wants to...
1370	Claire Denis	Jean-Pol Fargeau#Claire Denis	Yekaterina Golubeva#Richard Courcet#Vincent Dupont	French#Russian#English	Beautiful Daiga has emigrated from Lithuania to Paris and is looking for a place to stay and work. Theo is a struggling musician, and his brother Camille - a transvestite dancer. One of ...
1371	Stephen Norrington	Stephen Norrington	Brad Dourif#Ely Pouget#William Hootkins	English	Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent ...
1372	Robert Michael Lewis	Neill D. Hicks#Jon George	Pierce Brosnan#Shanna Reed#Terry O'Quinn	English	After Jane's first marriage collapses, she and her new husband Patrick Brody attempt to build a new life and move to a new state. However, her ex-husband follows them with a view to revenge.
1373	Ken Greenwald	Denny Evans#Ken Greenwald	Roger Carroll#Vern Rowe	English	A man wakes up hoping to have a good day, but reality keeps getting in the way.
1374	Steven Paul	Steven Paul#Ted Allan	Elliott Gould#Susannah York#Michelle Pfeiffer	English	Harry and Sue Lewis met in the 40es as teenagers living in the Bronx. He was an aspiring architect, she was the most beautiful girl in school, and both had a fondness for bran muffins. They...
1375	Andrew Birkin	Andrew Birkin#Ian McEwan	Charlotte Gainsbourg#Andrew Robertson#Alice Coulthard	English	Four children try to hold things together and play a family in their isolated prefab house after the death of their parents. As they begin to deteriorate mentally, they hide their mom's festering corpse in a makeshift concrete sarcophagus.
1376	Peter Baldwin	Harry Basil#Rodney Dangerfield	Rodney Dangerfield#Debi Mazar#David Ogden Stiers	Japan#USA	Wally Sparks is a tabloid television show reporter, who's trying to boost ratings on his show. He goes to the Governor's mansion to uncover a sex scandal.
1377	Craig Rosenberg	Craig Rosenberg	Aden Young#Saffron Burrows#Simon Bossell	English#French	Twin brothers meet a childhood sweetheart at a tacky hotel and rediscover their love as they renew their competition for her affection.
1378	None	None	None	English	None
1379	Emma-Kate Croghan	Stavros Kazantzidis#Yael Bergman	Frances O'Connor#Alice Garner#Matt Day	English	A day in the life of two film-school students trying to find love and another house-mate.
1380	Angela Pope	Neville Bolt#Paula Milne	Sam Bould#Martin Donovan#Ian Hart	English	Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long...
1381	Kevin Bacon	Anne Meredith	Helen Mirren#Kyra Sedgwick#Beau Bridges	English	Chase (Mirren), a lifetime resident of Martha's Vineyard, married Richard (Bridges), and like the area, grew into the Upper-Middle-Class. Her distaste for artificiality leads her to a wild ...
1382	Agnès Varda	Agnès Varda	Jean-Claude Drouot#Marie-France Boyer#Marcelle Faure-Bertin	French	François, a young carpenter, lives a happy, uncomplicated life with his wife Thérèse and their two small children. One day he meets Emilie, a clerk in the local post office.
1383	Dee McLachlan	Matthew Horton#Bayard Johnson	Jamie Williams#Billy Campbell#Roddy McDowall	English	Pre-teen jungle boy Mowgli gets to human world and is pursued by P.T.Barnum circus scout Harrison who wants to take him to circus as curiosity. Harrison hires local grandee Buldeo for help ...
1384	Marcus DeLeon	Marcus DeLeon	Lara Flynn Boyle#Danny Nucci#Peter Dobson	English	Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his...
1385	Paul Weiland	Saul Turteltaub	Jean Reno#Mercedes Ruehl#Polly Walker	USA#Italy	Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man ...
1386	Shin'ya Tsukamoto	Shin'ya Tsukamoto	Tomorô Taguchi#Shin'ya Tsukamoto#Nobu Kanaoka	Japanese	When metal-worshipping fanatics abduct his son, a father unleashes his dormant destructive power, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of metal and tissue. Who dares to defy the ultimate body-hammer?
1387	Eric Schaeffer	Eric Schaeffer	Eric Schaeffer#Amanda De Cadenet#Rudolf Martin	English	Cab driver Michael and supermodel Sarah fall in love while her gorgeous husband Phillippe is in Madrid for two months.
1388	Mohsen Makhmalbaf	Mohsen Makhmalbaf	Shaghayeh Djodat#Hossein Moharami#Rogheih Moharami	Iran#France	When an old couple washes their gabbeh - a type of Persian rug - a young woman magically appears and tells them her life story.
1389	Dan Ireland	Novalyne Price Ellis#Michael Scott Myers	Vincent D'Onofrio#Renée Zellweger#Ann Wedgeworth	USA	In Texas in the 1930s, young schoolteacher Novalyne Price meets a handsome, eccentric, interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan ...
1390	Scott Michell	Ray Villis	Oliver Cotton#Tony Bluto#Paul Brightwell	English	The young, bright and decent London tramp Alan Terry accidentally witnesses a mob execution. He gets away, but leaves enough evidence for them to come looking for him among the homeless, ...
1391	None	None	None	French	None
1392	John Patrick Kelley	John Patrick Kelley	Kate Capshaw#Jeremy Davies#Vince Vaughn	USA	A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.
1393	Gavin Wilding	Pat Bermel#Jason Schombing	John Stockwell#Mario Van Peebles#Jerry Stiller	English	Victor Mallick returned to his home and found out that all of his friends have arranged a surprise bachelor/stag party for him. Two strippers were hired to cheer up the party. However, when...
1394	Beeban Kidron	Joseph Conrad#Tim Willocks	Rachel Weisz#Vincent Perez#Ian McKellen	English	The film tells the story of Russian émigré, and the only survivor from ship crash Yanko Goorall, and servant Amy Foster in the end of nineteenth century. When Yanko enters a farm, sick and ...
1395	Morgan J. Freeman	Morgan J. Freeman	Brendan Sexton III#Shawn Elliott#Antoine McLean	English	Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four ...
1396	Nigel Finch	Rikki Beadle Blair#Martin Duberman	Guillermo Díaz#Frederick Weller#Brendan Corbalis	English	A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.
1397	John Cromwell	Lester Cohen#W. Somerset Maugham	Bette Davis#Leslie Howard#Frances Dee	English	A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.
1398	Aloizs Brencs	Regimantas Adomaitis#Vija Artmane#Donatas Banionis	None	Latvian	The film tells of faithful devotion to spiritual ideals. It is based on Riga St. Anna Stocken's Life Story of the Cistercian Monastery of Mary Magdalene.
1399	Rodney Gibbons	William Hoy#Peter Liapis	Michele Greene#Bruce Dinsmore#Steve Railsback	English	A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!
1400	Kayo Hatta	Kayo Hatta#Kayo Hatta	Yûki Kudô#Akira Takayama#Cary-Hiroyuki Tagawa	English#Japanese	Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.
1401	David Cronenberg	David Henry Hwang#David Henry Hwang	Jeremy Irons#John Lone#Barbara Sukowa	English	In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.
1402	Lina Wertmüller	Alessandro Bencivenni#Leonardo Benvenuti	Paolo Villaggio#Isa Danieli#Gigio Morra	Italian	Marco Sperelli is a teacher, he is divorced and he is sent to work in Corzano, a town near Naples. The first day of work he finds in the school only the school-caretaker and few girls and ...
1403	Nanni Moretti	Nanni Moretti	Nanni Moretti#Renato Carpentieri#Giovanna Bozzolo	Italian#English#Mandarin	Nanni Moretti directs himself playing himself in this wry look at life. Presented in three chapters, Moretti uses the experiences of traveling on his motor-scooter, cruising with his friend...
1404	None	None	None	IMDbPro	None
1405	Mark Christopher#Tom DeCerchio	Mark Christopher#Tom DeCerchio	Michael Saucedo#Justin Urich#Travis Sher	English	Compilation of four short films about homoerotic situations involving young men. Tom DeCerchio directed "Nunzio's Second Cousin", telling the story of a gay cop who forces a gay-basher to ...
1406	Patricia Rozema	Patricia Rozema	Pascale Bussières#Rachael Crawford#Henry Czerny	English	An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.
1407	Luis Llosa	John Shirley#Alexandra Seros	Sylvester Stallone#Sharon Stone#James Woods	English	A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.
1408	Mark Lewis	Jay Sommers#Dick Chevillat	Kristy Young#Doug Stone#James Donadio	English	A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.
1409	Richard Rich	Brian Nissen#Richard Rich	Michelle Nicastro#Brian Nissen#Katja Zoch	English	The royal couple Odette and Derek face yet another evil magician, this time a woman named Zelda. Lusting for the treasure of the Forbidden Arts, which will give her absolute power, Zelda ...
1410	Leon Ichaso	Barry Michael Cooper	Wesley Snipes#Michael Wright#Khandi Alexander	English	A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.
1411	Roger Vadim	Jean-Claude Forest#Terry Southern	Jane Fonda#John Phillip Law#Anita Pallenberg	English	Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.
1412	None	None	None	IMDbPro	None
1413	Steven E. de Souza	Steven E. de Souza	Jean-Claude Van Damme#Raul Julia#Ming-Na Wen	Japan#USA	Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.
1414	Wallace Wolodarsky	Wallace Wolodarsky	Jason Priestley#Kimberly Williams-Paisley#Peter Riegert	English	A bookie is promoted to Hitman and seemingly excels at his new found job.
1415	Christopher Cain	Robert Mark Kamen#Mark Lee	Pat Morita#Hilary Swank#Michael Ironside	English	Mr. Miyagi is back and he takes a new pupil under his wing; a troubled adolescent girl.
1416	Martin Campbell	Richard Herley#Michael Gaylin	Ray Liotta#Lance Henriksen#Stuart Wilson	English	A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.
1417	L.A. Puopolo	L.A. Puopolo#Chris Ceraso	Karen Allen#Raymond J. Barry#Michael Dolan	English	A white supremacist returns to his hometown for the first time in years to try and save his parents' relationship.
1418	Don DuPree	Gene Siskel#Roger Ebert	None	None	Gene Siskel and Roger Ebert review
1419	None	None	None	IMDbPro	None
1420	Sherwood Schwartz	Bob Denver#Alan Hale Jr.#Jim Backus	None	English	Seven men and women are stranded on an uncharted island following a torrential storm.
1421	Allison Anders	Allison Anders	Angel Aviles#Seidy Lopez#Jacob Vargas	English	Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named ...
1422	Scott McGehee#David Siegel	Scott McGehee#David Siegel	Dennis Haysbert#Mel Harris#Sab Shimono	English	After his brother tries to kill him, a man survives only to find himself in another man's body.
1423	Stephen Lancaster#Dick Miller#Alisha Parker	None	None	English	A woman and her daughter struggle to cross Europe in a desperate attempt to survive the undead apocalypse.
1424	Darnell Martin	Darnell Martin	Luna Lauren Velez#Jon Seda#Tomas Melly	English	Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino...
1425	James L. Brooks	James L. Brooks	Nick Nolte#Albert Brooks#Whittni Wright	English	An aspiring actor has his life turned upside down when his ex-wife dumps off their bossy, wild daughter into his custody.
1426	Allison Anders	Allison Anders	Illeana Douglas#John Turturro#Sissy Boyd	English	An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break...
1427	Peter Cohn	Gary Lennon#Gary Lennon	Richard Lewis#Liza Harris#Liam Ahern	English	At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and ...
1428	None	None	None	IMDbPro	None
1429	Peter Howitt	Peter Howitt	Gwyneth Paltrow#John Hannah#John Lynch	UK#USA	A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.
1430	Joel B. Marsden	Joel B. Marsden#Joel B. Marsden	Djimon Hounsou#Akosua Busia#De'aundre Bonds	USA	WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned.
1431	Monika Harris	Monika Harris	Lela Rochon#Jeffrey Dean Morgan#Phil Morris	English	Sydney Banks learns the hard way that being driven and educated is not the path to success. With the help of Todd Hunter her career takes off. Sydney gets pulled into corporate blackmail ...
1432	Ron Underwood	Merian C. Cooper#Ruth Rose	Bill Paxton#Charlize Theron#Rade Serbedzija	USA	A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by a zoologist and a young woman whom he grew up with. A poacher from the past returns to seek vengeance on him.
1433	George Mendeluk	Shane Perez	Michael Paré#Kaela Dobkin#Raymond Serra	English	In a world where two men in close proximity will eventually draw guns, Rico "BULLET" Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career ...
1434	Stefan Schwartz	Stefan Schwartz#Richard Holmes	Dan Futterman#Stuart Townsend#Kate Beckinsale	English	Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.
1435	Andrew Davis	Andrew Davis#Teresa Tucker-Davies	Andy Garcia#Alan Arkin#Rachel Ticotin	English	Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...
1436	Mike Figgis	Eric Roth#Eric Roth	Richard Gere#Lena Olin#Anne Bancroft	English	After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.
1437	Eric Meza	Reginald Hudlin#David Toney	Christopher Reid#Christopher Martin#David Edwards	English	Come to a new House Party, where Kid, after a lifetime 'playing the field', falls in love and is about to get married. 'Play' plans to throw the rockin'est bachelor party ever - until '...
1438	Mario Van Peebles	Melvin Van Peebles#Melvin Van Peebles	Kadeem Hardison#Bokeem Woodbine#Joe Don Baker	English	A dramatized account of the story of The Black Panther Party of Self-Defense.
1439	Doug McHenry	Bobby Smith Jr.	Allen Payne#Jada Pinkett Smith#Bokeem Woodbine	English	The story of a young man, Jason (Allen Payne) who must confront his trauma-induced insecurity about love, as well as a sense of owed responsibility to his mother and troubled brother Joshua...
1440	Jeff Pollack	Jeff Pollack#Benny Medina	Duane Martin#Tupac Shakur#Leon	English	Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.
1441	David Anspaugh	Ellen Simon#Ellen Simon	Elizabeth Perkins#Whoopi Goldberg#Kathleen Turner	English	A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.
1442	Jared Bauer	Jared Bauer	Greg Edwards	IMDbPro	
1443	John G. Avildsen	Monte Merrick	Luke Perry#Stephen Baldwin#James Rebhorn	English	This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.
1444	Robert Stevenson	Gordon Gordon#Mildred Gordon	Hayley Mills#Dean Jones#Dorothy Provine	USA	After a kidnapped bank teller uses a neighbor's wandering cat to send an SOS, the FBI assigns a cat-allergic agent to the case.
1445	Ken Loach	Rona Munro	Crissy Rock#Vladimir Vega#Sandie Lavelle	English	This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to ...
1446	Sam Weisman	Gary David Goldberg#Brad Hall	Matthew Modine#Randy Quaid#Paul Reiser	English	This is a story about the breakup of the family. In particular, it focuses on the lifestyle of three divorced men. The film is presented from their perspective and it reveals their ...
1447	Stephen Poliakoff	Stephen Poliakoff	Charles Dance#Clive Owen#Miranda Richardson	English	Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. ...
1448	André Téchiné	Pascal Bonitzer#André Téchiné	Catherine Deneuve#Daniel Auteuil#Marthe Villalonga	French	Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites ...
1449	Satyajit Ray	Bibhutibhushan Bandyopadhyay#Satyajit Ray	Kanu Bannerjee#Karuna Bannerjee#Subir Banerjee	Bengali	Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.
1450	Mitchell Leisen	Abraham Polonsky#Frank Butler	Ray Milland#Marlene Dietrich#Murvyn Vye	English#German	On the eve of World War II (1939) English officer Ralph Denistoun is in Nazi Germany on an espionage mission to recover a poison gas formula from Prof. Krosigk. He is helped by Lydia and ...
1451	Alfred Hitchcock	Charles Bennett#Joan Harrison	Joel McCrea#Laraine Day#Herbert Marshall	English#Dutch#Latvian	On the eve of World War II, a young American reporter tries to expose enemy agents in London.
1452	William A. Wellman	Gypsy Rose Lee#James Gunn	Barbara Stanwyck#Michael O'Shea#J. Edward Bromberg	English	After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.
1453	Archie Mayo	Harry Segall#Harry Segall	Paul Muni#Anne Baxter#Claude Rains	English	The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.
1454	James Edward Grant	James Edward Grant	John Wayne#Gail Russell#Harry Carey	English	Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Penelope lives in.
1455	Howard Hughes#Howard Hawks	Jules Furthman	Jack Buetel#Thomas Mitchell#Jane Russell	English#Spanish	Western legends Pat Garrett, Doc Holliday and Billy the Kid are played against each other over the law and the attentions of vivacious country vixen Rio McDonald.
1456	John Huston	Claud Cockburn#Truman Capote	Humphrey Bogart#Jennifer Jones#Gina Lollobrigida	English#Italian	On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...
1457	Joseph Bologna#Renée Taylor	Gabriel Bologna#Joseph Bologna	Lainie Kazan#Joseph Bologna#Barbara Carrera	USA	Romeo & Juliet gets transplanted to the Bronx.
